;N1.01;E1P.01;O1.01;A1P.01;C1.01;N2.01;E2P.01;O2.01;A2P.01;C2.01;N3.01;E3P.01;O3.01;A3P.01;C3.01;N4.01;E4P.01;O4.01;A4P.01;C4.01;N5.01;E5P.01;O5.01;A5P.01;C5.01;N6.01;E6P.01;O6.01;A6P.01;C6.01;N1P.01;E1.01;O1P.01;A1.01;C1P.01;N2P.01;E2.01;O2P.01;A2.01;C2P.01;N3P.01;E3.01;O3P.01;A3.01;C3P.01;N4P.01;E4.01;O4P.01;A4.01;C4P.01;N5P.01;E5.01;O5P.01;A5.01;C5P.01;N6P.01;E6.01;O6P.01;A6.01;C6P.01;N1.02;E1P.02;O1.02;A1P.02;C1.02;N2.02;E2P.02;O2.02;A2P.02;C2.02;N3.02;E3P.02;O3.02;A3P.02;C3.02;N4.02;E4P.02;O4.02;A4P.02;C4.02;N5.02;E5P.02;O5.02;A5P.02;C5.02;N6.02;E6P.02;O6.02;A6P.02;C6.02;N1P.02;E1.02;O1P.02;A1.02;C1P.02;N2P.02;E2.02;O2P.02;A2.02;C2P.02;N3P.02;E3.02;O3P.02;A3.02;C3P.02;N4P.02;E4.02;O4P.02;A4.02;C4P.02;N5P.02;E5.02;O5P.02;A5.02;C5P.02;N6P.02;E6.02;O6P.02;A6.02;C6P.02;N1.03;E1P.03;O1.03;A1P.03;C1.03;N2.03;E2P.03;O2.03;A2P.03;C2.03;N3.03;E3P.03;O3.03;A3P.03;C3.03;N4.03;E4P.03;O4.03;A4P.03;C4.03;N5.03;E5P.03;O5.03;A5P.03;C5.03;N6.03;E6P.03;O6.03;A6P.03;C6.03;N1P.03;E1.03;O1P.03;A1.03;C1P.03;N2P.03;E2.03;O2P.03;A2.03;C2P.03;N3P.03;E3.03;O3P.03;A3.03;C3P.03;N4P.03;E4.03;O4P.03;A4.03;C4P.03;N5P.03;E5.03;O5P.03;A5.03;C5P.03;N6P.03;E6.03;O6P.03;A6.03;C6P.03;N1.04;E1P.04;O1.04;A1P.04;C1.04;N2.04;E2P.04;O2.04;A2P.04;C2.04;N3.04;E3P.04;O3.04;A3P.04;C3.04;N4.04;E4P.04;O4.04;A4P.04;C4.04;N5.04;E5P.04;O5.04;A5P.04;C5.04;N6.04;E6P.04;O6.04;A6P.04;C6.04;N1P.04;E1.04;O1P.04;A1.04;C1P.04;N2P.04;E2.04;O2P.04;A2.04;C2P.04;N3P.04;E3.04;O3P.04;A3.04;C3P.04;N4P.04;E4.04;O4P.04;A4.04;C4P.04;N5P.04;E5.04;O5P.04;A5.04;C5P.04;N6P.04;E6.04;O6P.04;A6.04;C6P.04
N1.01;1;-0,549573436;0,14162093;-0,10362675;-0,175217278;0,450013441;-0,236900673;0,156032036;-0,088928912;-0,042706288;0,4714592;-0,337963455;0,30157104;-0,012343049;0,026230473;0,412154876;-0,056969794;-0,047693207;-0,16644132;-0,187182286;0,231610812;-0,015994983;-0,0760723;0,023894797;-0,116231579;0,420394091;-0,173666877;0,145878447;0,044742698;0,097827844;0,364552819;-0,240627283;0,063324955;-0,149206999;-0,038729213;0,429308355;-0,039545906;0,114003346;-0,034288007;-0,157528845;0,428858412;-0,05904993;0,242662001;0,061663707;-0,036513377;0,283094302;-0,201606141;-0,00105564;0,0779047;-0,094924096;0,224042852;-0,114895455;-0,115518166;0,109135729;-0,270534813;0,298857356;-0,252087113;0,071240964;0,074783677;-0,126326161;0,386055117;-0,323710819;0,026264709;-0,172177194;0,014854222;0,462666412;-0,225241071;0,090776662;-0,043113938;0,023857884;0,473354345;-0,213775905;0,047125493;0,036597565;-0,076280871;0,391013989;-0,068318982;-0,091156629;-0,219155043;-0,090800875;0,171258754;-0,035082198;-0,015105275;0,286851093;-0,124468096;0,334274823;-0,058588466;0,022562076;0,003483829;-0,032922096;0,341631974;-0,275509042;0,013516293;-0,109559656;-0,204579815;0,411975694;-0,163138313;0,055521198;-0,03014876;-0,100482265;0,41535492;0,025911829;0,09499789;0,028300616;-0,138177939;0,266095825;-0,114838949;-0,183798282;0,081880189;-0,044371221;0,087286981;-0,125929717;0,024678054;-0,057843015;-0,22975807;0,259324075;-0,214005709;0,049552324;0,079526873;-0,095235419;0,505569174;-0,041901924;0,131761282;-0,156096085;-0,243216623;0,471031203;-0,149831791;0,123179224;-0,115020969;-0,065015223;0,497893056;0,029206735;0,09717458;-0,058506859;-0,068779276;0,28651815;-0,016137573;-0,074928334;-0,090455934;-0,023901591;0,229184313;-0,097790516;-0,031834265;-0,019365216;-0,16428387;0,366104112;0,080080601;0,011886401;0,031294566;0,017313878;0,311580364;-0,293001837;0,060843055;-0,160015935;-0,375653565;0,227350988;-0,191443057;0,102195969;0,012334697;-0,158511032;0,383958287;-0,087146404;0,191733366;0,079244052;-0,078422715;0,356603508;-0,213138313;0,02805826;-0,219176603;-0,08436895;0,113923508;-0,031378223;0,027538242;-0,014970591;-0,162204299;0,30466659;0,01575901;0,073134243;0,139849572;-0,136386256;0,467953024;-0,256714575;0,002537975;-0,178264622;-0,144154544;0,411041585;-0,128930035;0,10794108;-0,044257122;-0,04334009;0,465045923;-0,094403111;0,087920083;0,052984737;-0,067832453;0,247341869;0,005152008;0,015083534;-0,09710214;-0,01240001;0,160882354;-0,176924954;-0,084933001;-0,019755614;-0,084718341;0,278569286;-0,222750994;0,103453403;0,082254808;0,009999481;0,233312762;-0,206979465;0,179322922;-0,08224826;-0,160996782;0,40099736;-0,145211647;0,095041147;-0,012963469;0,072799642;0,33039981;-0,037073121;0,208165967;0,074553376;-0,135329917;0,277640743;-0,050501867;-0,070428729;-0,074383018;-0,049672445;0,22798599;-0,05052866;-0,060897481;0,013128091;-0,238069355;0,162226547;-0,035042219;-0,023217993;-0,025943707;-0,217624411
E1P.01;-0,549573436;1;-0,128529074;0,152351672;0,198526231;-0,255839128;0,40535632;-0,166842402;0,085214857;0,099818447;-0,516874986;0,350231271;-0,206264032;0,007249864;-0,001944848;-0,447850005;0,162188723;0,036166187;0,051436964;0,266333247;-0,17399574;0,028123778;0,050979832;-0,046031942;0,178763835;-0,321458389;0,287612731;-0,192039806;-0,014087873;-0,096946887;-0,201838352;0,426978736;-0,067953483;0,231665;0,028789305;-0,246107378;0,158217819;-0,117957987;0,018726599;0,164227295;-0,414176018;0,140887232;-0,170942236;-0,019292424;0,008777864;-0,428469905;0,257847981;-0,020150926;-0,117423161;0,078467794;-0,217390415;0,171249406;0,039216909;-0,267590997;0,315792867;-0,185272534;0,362062019;-0,123658151;-0,054858624;0,089297949;-0,387764391;0,465444287;0,015813251;0,156308246;0,030233574;-0,280066161;0,345285587;-0,071024104;-0,01445913;0,024075999;-0,501158552;0,414424933;-0,015831836;0,002118348;0,068551225;-0,424261887;0,199154562;0,12022205;0,056908972;0,170879139;-0,130697325;0,09282106;-0,037050096;-0,383681619;0,197271286;-0,370155003;0,147033088;-0,048280236;0,011810055;-0,013127134;-0,290387343;0,485855827;0,029956918;0,126678466;0,240602888;-0,237112198;0,31545509;-0,068298246;0,027328492;0,158883788;-0,401394693;0,016258049;-0,075215634;0,020748701;0,087905798;-0,323554882;0,14279655;0,162068203;-0,154769933;0,10194167;-0,007608614;0,279203815;-0,107392613;0,022449256;0,260088808;-0,307294703;0,321213318;-0,085054722;-0,045672064;0,041593562;-0,392234098;0,074581066;-0,125891595;0,176292208;0,278369696;-0,264492767;0,301306752;-0,179071551;0,131784731;0,090420271;-0,443332832;0,057993474;-0,115832094;0,128060713;0,052582342;-0,464057518;0,128917521;0,090974533;0,078022536;0,047606957;-0,16549538;0,160137858;0,063118116;-0,045724589;0,199331974;-0,336333757;0,007791943;-0,021214647;0,0093731;-0,032093097;-0,313040955;0,448119483;-0,027211282;0,205918832;0,464297153;-0,107523238;0,357482591;-0,100102037;-0,044098624;0,200853348;-0,431188431;0,200029308;-0,105119378;-0,062462563;0,115012614;-0,394168422;0,285689204;-0,039875566;0,175194013;0,097334283;-0,103993415;0,068514511;-0,082856257;-0,061726017;0,226288942;-0,268990573;0,006090122;-0,135693877;-0,121928041;0,065329345;-0,41831235;0,366021435;0,001929772;0,202018818;0,140645349;-0,22541162;0,263990306;-0,13027776;0,017541125;0,079204633;-0,394280415;0,193345917;-0,041000659;-0,034671569;0,104433478;-0,33999746;0,114531462;-0,019189215;0,012203191;0,029286071;-0,156951244;0,220296802;0,012878913;-0,055112091;0,130171992;-0,275197835;0,29412306;-0,118952004;-0,038601685;-0,030423966;-0,205150231;0,350670907;-0,178019262;0,115611312;0,233432043;-0,19600063;0,247089016;-0,112527648;0,000991277;-0,065544177;-0,395676677;0,14982196;-0,176589964;-0,046192402;0,135645193;-0,307291646;0,07190874;0,064594241;-0,006510716;0,054933725;-0,239502191;0,095906553;0,013672839;-0,06606918;0,293422617;-0,164324335;0,123065056;0,054878631;0,030843083;0,236942683
O1.01;0,14162093;-0,128529074;1;-0,046101115;-0,065944275;0,089705355;-0,111813661;0,313415265;-0,195217913;-0,062487971;0,165702519;0,016979668;0,252628838;-0,016947424;0,012780005;0,015661166;-0,0197907;0,134680657;-0,131556154;0,029153604;0,105506727;0,044186559;0,099589417;-0,107613893;-0,10004779;0,143833589;0,051047405;0,138832497;0,052749347;0,01186397;-0,016059714;0,076702968;0,327622695;-0,022942842;-0,083687551;0,077350418;0,023527202;0,258376223;-0,064453829;-0,1022542;0,1103086;0,158791399;0,144184879;0,056520341;-0,129933802;-0,072891687;0,017228119;-0,084257769;-0,043325695;0,013064139;0,049059569;0,136091343;0,09824108;-0,129776717;-0,102566824;-0,071992939;0,015245093;0,113537547;0,019416167;-0,112303953;-0,008534773;0,023054252;0,591299029;-0,091939524;0,047459893;0,037038048;-0,035581198;0,162103076;-0,120390211;0,020032168;0,144100753;0,048965968;0,170139813;0,01857038;-0,061555496;0,038952391;-0,027339956;0,128025283;-0,059428811;-0,028463222;0,10043524;0,036030618;0,182756735;-0,060955987;-0,055536044;0,014583157;0,061770732;0,021290345;0,03855851;-0,01040528;0,023612224;-0,014728825;0,670791348;-0,066726746;0,010283648;0,009477112;-0,00476553;0,172874857;-0,063553697;-0,113256589;0,057009584;0,118670117;0,077462128;0,047260981;-0,062413617;-0,044038046;0,19780142;0,077782009;-0,041321136;-0,028240366;0,028748977;0,05854328;0,162796404;-0,21311693;-0,098557729;0,004889377;0,043366938;-0,015740535;0,027242783;-0,062464166;0,075446578;0,033412787;0,412631412;-0,088094665;0,002104027;0,039739525;-0,161421053;0,258029319;-0,096884355;-0,089232194;0,149466147;0,024345982;0,22268053;0,059223906;-0,035560109;-0,015079096;-0,01863103;0,158150423;-0,111915843;0,022525547;0,123421553;0,100249376;0,157453191;-0,159472737;-0,053108095;0,035085521;0,137764189;0,078004794;0,067628253;-0,079819048;-0,002837905;0,068571041;0,45444577;-0,064231424;-0,025875696;0,010998294;0,034579574;0,155930499;-0,014969924;-0,094530217;0,027416949;0,102106531;0,144951465;0,060460011;-0,03918661;0,017054201;0,042655385;0,066197233;-0,041740857;0,096361666;0,04538051;0,11229568;0,173232442;-0,089929249;-0,100714337;-0,026960475;0,183795184;0,147661151;0,104444066;-0,044669621;0,043742095;-0,024305748;0,358430869;-0,088543889;0,039660096;0,057785572;-0,102237398;0,208508818;-0,106606748;-0,032648667;0,065914576;0,090165992;0,130552386;0,078724165;-0,02799428;0,022732616;-0,023251295;0,111229922;-0,093219405;0,045797967;0,123222515;0,030626096;0,115710774;-0,102151507;-0,060993956;0,039278041;0,012359105;0,091534131;0,070174009;0,02141022;0,014514281;0,07558998;0,350140202;-0,051628935;-0,060249718;0,012338312;0,06698198;0,154006265;0,006186481;0,022112782;0,075501865;0,06679779;0,158007786;0,075538236;-0,123920084;0,008378778;0,072906843;0,001954369;-0,024436428;-0,007858639;0,049634952;0,137013014;0,14995789;-0,168736158;-0,079670577;-0,051321518;0,087384417;-0,006961959;-0,052839565;-0,073599606
A1P.01;-0,10362675;0,152351672;-0,046101115;1;-0,111047526;-0,063169742;0,124457069;0,004913464;-0,032050772;-0,076849429;-0,068851697;0,012299489;-0,057677772;0,010953953;-0,061847016;-0,087972471;0,147071974;-0,014979242;0,007098292;-0,051420799;0,041411516;0,102941598;0,052038424;-0,065678169;-0,056251669;-0,015370294;0,068497318;-0,029851599;0,07302836;-0,092435163;0,00768761;0,17090975;0,005389229;0,38747714;-0,07286251;-0,063927263;0,067867706;0,009352259;-0,042498905;-0,025091426;-0,059919892;0,091397843;-0,017286554;-0,007995459;-0,037046216;-0,169033739;0,054541761;0,028488165;-0,07516847;0,029725788;0,053072972;0,072678139;0,103808833;-0,209784064;-0,022010519;-0,061934044;0,088316924;-0,027903949;-0,011364056;-0,094236148;-0,159948506;0,141452575;-0,047356607;0,17237049;-0,03770581;-0,016297892;0,133976729;-0,052965542;0,000558832;-0,063326376;-0,056969906;0,153294308;-0,057051548;0,031752991;-0,090181645;-0,12719212;0,10889623;0,062997387;0,005510892;-0,077371308;0,023665464;0,10928197;0,022411341;-0,11336228;-0,010852957;-0,055559137;0,083433045;0,055811662;0,058833828;-0,135731377;-0,123023747;0,17629649;-0,024050046;0,191727921;0,087146084;-0,029840154;0,068493774;0,04425698;-0,082604154;-0,029723215;-0,113616144;0,05366823;0,001946317;0,040958767;-0,001695712;-0,088976683;0,049424291;0,087014897;0,004362348;-0,063117038;0,089326183;0,090654326;0,02500236;-0,05525019;0,018978359;-0,036113986;0,119204918;0,059371059;0,014541837;-0,100164484;-0,097645521;0,092112816;-0,02343621;0,151091512;0,048515026;-0,036844054;0,095719159;-0,05555881;0,011222882;-0,123708805;-0,081158944;0,076462363;0,000520492;0,068411672;-0,020658925;-0,14281927;0,13329718;0,064451868;0,017530167;-0,049303212;0,00069198;0,066650302;0,045808617;-0,108153887;-0,051642832;-0,061608169;0,08987459;-0,052612783;0,030096601;-0,161629916;-0,151465817;0,185482021;-0,009648821;0,200191801;0,121716956;-0,030711274;0,121609647;0,022400575;0,008856736;-0,026956104;-0,098306099;0,036766516;-0,005288973;0,003224217;-0,059537028;-0,112882531;0,090569073;0,017489582;0,117620084;0,014711245;-0,022721555;0,06396316;0,027914221;-0,117147193;-0,028152331;-0,071217459;0,057805766;0,011163927;0,015858212;-0,049718058;-0,129798032;0,203248993;0,011317211;0,167405723;-0,015928097;-0,046538694;0,101339008;-0,014941026;0,010399727;-0,074740113;-0,079781602;0,033486286;-0,029784708;0,042630145;-0,075813108;-0,075663796;0,106171635;0,059589052;0,013906607;-0,034124897;0,056759946;0,075471214;0,081177436;-0,127013118;-0,029276113;-0,066251176;0,099719938;0,005270065;-0,007615425;-0,126112357;-0,154870627;0,20688607;-0,019581182;0,193205886;0,022598949;-0,014688489;0,143716088;-0,036518554;-0,05643255;-0,059512494;-0,053220128;0,069052674;-0,0026991;0,011468975;-0,03606431;-0,035839213;0,008205033;0,087248599;0,049269576;-0,029532389;-0,037834071;0,095746298;0,041831934;-0,109441665;-0,022959727;-0,056315043;0,092815254;-0,021801901;0,034882845;-0,008217713
C1.01;-0,175217278;0,198526231;-0,065944275;-0,111047526;1;-0,115394092;0,114975685;-0,068799602;0,14889645;0,27168957;-0,176975593;0,26475054;0,000305397;0,028505251;0,255313293;-0,176586372;-0,107298191;0,092413175;0,067048517;0,424131565;-0,229471237;-0,034648775;0,088187888;0,003853931;0,414071035;-0,297238151;0,089006472;0,000108183;0,04556644;0,10900032;-0,143877008;0,167126565;-0,028866405;0,061346265;0,172964368;-0,133555525;-0,007996514;-0,089382005;0,232206309;0,255084679;-0,247054731;0,098160956;-0,01896859;0,100444275;0,134075945;-0,175649488;0,247164973;-0,199429716;0,049541691;0,245690933;-0,270094266;0,102960282;0,055160117;-0,041435609;0,313518112;-0,147080198;0,181505434;0,020184555;0,049172647;0,246840541;-0,125020931;0,206350657;-0,002311917;0,130446031;0,327889031;-0,137666533;0,106663862;0,01342945;0,080264386;0,229421629;-0,201999541;0,118326703;0,132679402;0,086420186;0,481582268;-0,118148918;0,11641178;0,07943685;0,104681432;0,428163318;-0,221232759;-0,1161803;0,105118254;-0,125954554;0,338805927;-0,179099928;-0,054105452;-0,07280703;0,026102676;0,265490787;-0,07604932;0,178813905;-0,016102915;0,082214652;0,177379307;-0,138109903;0,15070779;-0,051677262;0,19879685;0,261425488;-0,197786502;-0,09846268;0,088427259;0,133614452;0,335287791;-0,192189002;0,108037227;0,080370402;-0,022744388;0,275036087;-0,208902378;0,083954705;0,007319383;0,081775354;0,331968323;-0,428768603;0,143906838;-0,150306723;0,05031068;0,278770768;-0,10670048;0,111414926;-0,05765842;0,02544473;0,41839214;-0,138193979;0,064496094;0,005107531;0,148595231;0,295622597;-0,188263779;-0,082596964;0,031168608;0,14109205;0,187775866;-0,151731404;-0,062106066;0,105935301;0,139635916;0,324093949;-0,231068396;0,00674136;0,19543022;-0,065049376;0,508782198;-0,26476192;-0,082278003;0,161706312;0,110661138;0,14847004;-0,063871299;0,1814514;0,02133172;0,088635761;0,28727871;-0,027664292;0,131941621;-0,031877037;0,159514925;0,373820196;-0,234097913;0,117357586;0,007019478;0,040433933;0,289830701;-0,22300349;0,215298477;-0,060725422;0,06715527;0,157738332;-0,069120402;0,078727371;0,021625399;0,075776964;0,421528195;-0,212092973;0,008243405;-0,013305483;0,007270456;0,182384855;-0,146304141;0,11818759;0,021055323;0,040993984;0,364801484;-0,096294114;0,008846621;-0,006490774;0,141948378;0,19392099;-0,212683086;0,101254111;0,070409918;0,030634595;0,494328222;-0,218040841;-0,103942219;-0,050413802;0,117260694;0,226498046;-0,261976956;0,131696845;0,130779931;0,057495366;0,461193712;-0,170340235;0,132181206;0,086690696;0,077097975;0,181674833;-0,057682009;0,141830251;-0,102252661;0,084278218;0,260871007;-0,15976607;0,148015082;-0,000469355;0,226625099;0,162453798;-0,193701487;0,068119753;-0,028806545;0,133118947;0,289343824;-0,120141347;0,163626956;-0,068818518;0,071260175;0,294444867;-0,161980407;-0,080098231;0,102830294;-0,073242173;0,39060536;-0,203792264;0,022969875;-0,021139339;0,133636253;0,303720965
N2.01;0,450013441;-0,255839128;0,089705355;-0,063169742;-0,115394092;1;-0,108718821;-0,016700215;-0,162289956;-0,063088588;0,305798892;-0,174388324;0,277043058;-0,115738743;-0,068950427;0,231177117;0,112801755;-0,052688843;-0,371202462;-0,08730755;0,334476488;0,039135714;-0,097263274;-0,063917411;-0,105594491;0,38527631;-0,069237563;-0,015031269;-0,076744411;-0,039963458;0,468430589;-0,081156078;0,020976811;-0,09878202;-0,113583326;0,650434665;0,067908673;-0,056832915;-0,049286203;-0,157225053;0,267015338;0,055976071;0,21340396;-0,06705254;-0,138355652;0,114084983;-0,134748506;0,009333117;-0,098861896;-0,129523491;0,222456975;-0,028505551;-0,141347162;-0,037091652;-0,185929949;0,296857214;-0,153780103;-0,065368446;-0,024484126;-0,259855684;0,235319184;-0,142844879;0,021781056;-0,242823613;-0,0491809;0,662733186;-0,081197371;0,003540666;-0,143249833;-0,008600244;0,301971178;-0,015814303;-0,029754976;-0,126711177;-0,121981202;0,197462412;0,035299969;-0,029006095;-0,548232636;-0,080444256;0,231463237;0,100582239;-0,116507127;0,166260738;-0,081871512;0,158663629;-0,065213713;0,013076412;-0,083735288;-0,160250107;0,163387608;-0,13620833;-0,019572888;-0,187859619;-0,152704754;0,670354136;-0,109571602;-0,040543794;-0,082665967;-0,126383152;0,257816372;0,121949749;-0,035968869;-0,128032404;-0,171113692;0,061909653;-0,025981339;-0,136415204;-0,094693631;-0,093399679;0,146768264;-0,044422436;-0,023978047;-0,018259817;-0,206335167;0,190307428;-0,103680042;0,000725726;-0,040924947;-0,232140199;0,283010112;-0,091506839;0,067043651;-0,207115934;-0,173100124;0,704481561;-0,025983259;-0,00497807;-0,173395245;-0,077897833;0,412716542;0,219832957;0,00246812;-0,027457791;-0,152572285;0,098570463;0,128270756;-0,060029766;-0,285550658;-0,065053215;0,36463468;0,010371872;-0,038819552;-0,035790641;-0,141547875;0,293034063;0,136402549;-0,085114074;-0,086694725;-0,064938658;0,134001428;-0,116348035;-0,017176963;-0,201298817;-0,183498621;0,41486296;-0,026894714;-0,073190064;-0,139868983;-0,160909062;0,232268473;0,101870222;0,145363619;-0,030040758;-0,139269353;0,180723421;-0,035918421;-0,028302842;-0,311128968;-0,058488777;0,146310748;-0,030171297;-0,073794889;-0,111833509;-0,131863086;0,244200364;-0,004833072;-0,048068573;0,027198024;-0,233762476;0,264847919;-0,09652021;-0,012684689;-0,154130881;-0,134777375;0,709141975;-0,061871802;-0,063165859;-0,186170301;-0,032088866;0,359865398;0,063485914;0,06789477;-0,004605724;-0,095334358;0,133887397;0,159897793;0,073610801;-0,289447868;0,025111997;0,226907135;-0,074686744;-0,197805772;-0,108313514;-0,11606847;0,201159013;-0,147043858;-0,107307236;-0,018241384;-0,10948144;0,110779093;-0,062065544;0,100496594;-0,175859981;-0,119490055;0,541625383;-0,08327578;-0,010473596;-0,100822711;0,064611185;0,191179139;0,062411942;0,079795323;-0,088853951;-0,190429019;0,096918837;-0,025796621;-0,035827175;-0,2646542;-0,08537859;0,159230579;0,109526997;-0,145633461;0,010137071;-0,173813106;0,162553936;-0,000272188;0,006259089;-0,078595544;-0,164019973
E2P.01;-0,236900673;0,40535632;-0,111813661;0,124457069;0,114975685;-0,108718821;1;-0,143185583;0,028619446;0,050925343;-0,283693628;0,206314269;0,002369475;0,044894863;0,009870093;-0,174766507;0,160901684;0,130411812;0,003687253;0,171959246;-0,067205218;0,047704403;-0,040222503;0,044346872;0,061530891;-0,146115198;0,333511771;-0,127812064;0,171692279;-0,084595682;-0,110913936;0,369781013;0,018100929;0,265289528;0,013533282;-0,093029156;0,321710288;-0,079810274;0,048824237;0,054252939;-0,255270308;0,153480483;0,010243772;0,108739916;-0,058996396;-0,393838876;0,168659571;-0,064017169;-0,033209737;0,042971692;-0,044692155;0,270136945;-0,050377284;-0,282504819;0,186342615;-0,055658891;0,356042873;-0,017326585;0,066767005;0,000108932;-0,191002029;0,50871658;-0,013770265;0,156118105;0,057266628;-0,141923744;0,412151415;-0,020196497;0,033532865;0,000768428;-0,276565383;0,451646135;0,071705486;0,166557813;0,02469651;-0,238632274;0,266115831;0,186217104;-0,005368447;0,130667146;-0,05747769;0,045461783;-0,146371656;-0,15629385;0,068731177;-0,181216725;0,288925676;-0,007687232;0,101795608;-0,021248393;-0,089163332;0,485922048;0,028858971;0,146017865;0,121652987;-0,094267611;0,50332581;-0,07339341;0,081566185;0,065528917;-0,250499419;-0,025789612;0,095972035;0,143254883;0,079216547;-0,196176669;0,148891789;0,160454801;-0,05299954;0,092658251;0,051788084;0,44501109;-0,024014155;0,033483013;0,140456172;-0,214495657;0,347904878;-0,076039156;0,064711537;-0,015534517;-0,146108471;0,254676481;-0,059107356;0,133924559;0,180180615;-0,11375452;0,641837347;-0,159854902;0,136265428;0,029457823;-0,222513377;0,052153288;-0,011406679;0,205197836;0,061660461;-0,281222635;0,135184043;0,170279154;0,115824875;0,068018141;-0,088222103;0,208953922;0,048593314;-0,066689575;0,118496871;-0,179015008;0,136207381;0,02894612;0,173950883;-0,132908804;-0,070781185;0,339766468;0,007756601;0,164287461;0,267685121;-0,004543824;0,420348488;-0,055775273;0,042883781;0,093666802;-0,25927966;0,125559924;0,058439408;0,048106141;0,052211062;-0,217745513;0,18986566;0,032870283;0,127916857;0,080395515;-0,067110997;0,153684417;-0,054037617;-0,087904002;0,090196923;-0,138152838;0,114333584;-0,052756112;0,090567712;-0,043043213;-0,196942256;0,39371331;-0,010567373;0,221289989;0,101385285;-0,093120498;0,540148068;-0,057602098;0,088187579;-0,05878212;-0,222171066;0,197654403;0,109230943;0,060077605;0,059575125;-0,230576651;0,134589752;0,065403548;0,028183542;0,02111439;-0,08853485;0,213321797;-0,101633674;-0,071348487;0,025691948;-0,077541558;0,347459872;-0,02827264;0,1036267;-0,03336476;-0,106780354;0,301615994;-0,14224956;0,204651552;0,129203624;-0,036911276;0,33767065;-0,000592154;0,055433754;-0,041186516;-0,266377377;0,091835897;-0,00653963;0,152866142;0,033798331;-0,164780069;0,093201953;0,095132476;-0,003794775;0,105816164;-0,14147998;0,091140922;-0,078205517;-0,141464678;0,152031777;-0,096366615;0,223569536;0,032202639;0,096293308;0,104346828
O2.01;0,156032036;-0,166842402;0,313415265;0,004913464;-0,068799602;-0,016700215;-0,143185583;1;-0,150850933;-0,013119535;0,242550306;-0,100729932;0,204529558;0,040013381;0,023723176;0,147023681;-0,121341438;0,105560888;0,018043657;-0,057599585;0,048768669;-0,006295554;0,059084121;-0,006518804;-0,04457463;0,160416159;-0,02949999;0,195592643;0,082660579;0,021575571;0,013299506;-0,027457788;0,212402273;-0,000936944;0,006523883;0,011719282;-0,039606066;0,780948375;-0,016393058;-0,042242918;0,183220462;-0,005649857;0,199843401;0,078105671;0,014243205;0,05669448;0,027244202;-0,060930223;0,010520072;0,064458297;0,052125928;0,066966711;0,090052483;-0,052810193;-0,07743733;-0,050867263;-0,030122782;0,16369681;0,101905986;0,030628607;0,084772285;-0,066356435;0,217543304;0,027803491;0,037449831;-0,003305758;-0,074696778;0,271196063;0,01705043;0,033847879;0,23633629;-0,082079534;0,133800972;0,096865334;0,019528798;0,109654717;-0,053278468;0,082120178;0,046452409;0,002605042;0,056902321;-0,055396686;0,28248519;0,033450589;-0,052317141;0,144905813;0,014281194;0,021787789;0,077303457;0,06855837;0,088806907;-0,079500068;0,318359526;0,054810251;-0,012830048;-0,008734611;-0,014850579;0,383642937;-0,003082242;-0,052498481;0,128193647;0,026622227;0,127965703;0,115008235;0,011064649;0,047266946;0,115303811;0,054616993;0,004257663;0,030114904;0,005361194;-0,008059576;0,221476152;-0,131759491;-0,073198146;0,045822492;-0,064430117;-0,004846298;0,101477715;0,018710311;0,146349762;0,051251847;0,249597667;0,020504408;-0,019682152;-0,00155742;-0,203143737;0,315198381;-0,029749917;-0,080723484;0,171587968;-0,063815515;0,234233666;0,034744745;0,046568939;0,092000456;-0,100827582;0,156213883;0,062443303;0,061335901;0,018710877;0,018997603;0,104536155;-0,110224304;-0,075503217;0,05946037;0,068782802;0,107805577;0,10236741;-0,006357027;0,073275391;-0,031342104;0,220875216;-0,01186475;-0,112418841;-0,013062726;-0,062332217;0,513045874;0,069429132;-0,062197472;0,09400833;-0,039808911;0,157374031;0,05875032;0,035283529;0,140581308;-0,105938836;0,111224535;0,014127357;0,062192443;0,004318124;0,08235144;0,244636824;0,015896785;-0,088556814;0,070485415;0,099644999;0,421599476;0,128886762;0,079920643;0,116759303;-0,103707327;0,193928824;-0,058578759;-0,02114525;-0,047301744;-0,103458327;0,463383035;0,038112858;-0,030038293;0,106793663;0,000887709;0,149898409;0,067802335;-0,008007953;0,069616903;-0,109289207;0,074137359;0,105401255;0,004092267;-0,009131817;-0,018954292;0,166004754;0,010210948;0,00589932;0,071809812;-0,037381971;0,215788038;0,133585884;0,052177539;0,065732468;0,010992558;0,257130062;0,077316889;0,005672302;-0,023826049;0,021594578;0,322862252;0,069438119;0,008843887;0,157039054;-0,01444184;0,20946263;0,130240439;-0,017769014;0,079258298;0,01293117;0,027483271;0,055395595;0,043201092;0,078100935;-0,017489594;0,218479072;-0,176964702;-0,06355688;0,010567225;-0,008981131;-0,055006624;0,060175205;-0,062159209
